Zeit,PV(W),SOC(%),Batterie(W),Zähler(W),Last(W)
2023-01-24 14:50:00,7247.38,100,96.09,7104,239.47
2023-01-24 14:55:00,8388.38,100,96.09,8101,383.47
2023-01-24 15:00:00,8120.89,100,96.09,7994,222.98
2023-01-24 15:05:00,7932.05,100,96.09,7782,246.14
2023-01-24 15:10:00,7843.08,100,96.09,7632,307.17
2023-01-24 15:15:00,7378.17,100,96.09,7228,246.26
2023-01-24 15:20:00,6910.0,100,96.09,6765,241.09
2023-01-24 15:25:00,7033.1,100,96.09,6929,200.19
2023-01-24 15:30:00,6505.47,100,128.12,6261,372.59
2023-01-24 15:35:00,6063.78,100,128.12,5853,338.9
2023-01-24 15:40:00,5395.88,100,96.09,5207,284.97
2023-01-24 15:45:00,5948.72,100,128.12,5758,318.84
2023-01-24 15:50:00,5775.45,100,128.12,5565,338.57
2023-01-24 15:55:00,5947.55,100,96.09,5738,305.64
2023-01-24 16:00:00,5359.66,100,96.09,5154,301.75
2023-01-24 16:05:00,5578.86,100,96.09,5384,290.95
2023-01-24 16:10:00,5188.76,100,96.09,5154,130.85
2023-01-24 16:15:00,5047.06,100,96.09,4940,203.15
2023-01-24 16:20:00,4868.44,100,96.09,4799,165.53
2023-01-24 16:25:00,3363.21,100,96.09,3335,124.3
2023-01-24 16:30:00,3525.84,100,96.09,3535,86.93
2023-01-24 16:35:00,3796.25,100,96.09,3722,170.34
2023-01-24 16:40:00,3189.25,100,96.09,3160,125.34
2023-01-24 16:45:00,2886.3,100,128.12,2809,205.42
2023-01-24 16:50:00,3405.13,100,128.12,3260,273.25
2023-01-24 16:55:00,3778.64,100,128.12,3630,276.76
2023-01-24 17:00:00,3634.81,100,128.12,3542,220.93
2023-01-24 17:05:00,3325.83,100,128.12,3192,261.95
2023-01-24 17:10:00,2406.5,100,128.12,2186,348.62
2023-01-24 17:15:00,2432.38,100,128.12,2195,365.5
2023-01-24 17:20:00,2987.93,100,128.12,2827,289.05
2023-01-24 17:25:00,2907.9,100,128.12,2686,350.02
2023-01-24 17:30:00,2740.36,100,128.12,2544,324.48
2023-01-24 17:35:00,2227.6,100,128.12,1942,413.72
2023-01-24 17:40:00,1955.03,100,128.12,1687,396.15
2023-01-24 17:45:00,1532.0,100,128.12,1252,408.12
2023-01-24 17:50:00,833.92,100,128.12,662,300.04
2023-01-24 17:55:00,643.16,100,128.12,403,368.28
2023-01-24 18:00:00,509.84,100,128.12,341,296.96
2023-01-24 18:05:00,426.06,100,96.09,293,229.15
2023-01-24 18:10:00,332.21,100,96.09,256,172.3
2023-01-24 18:15:00,230.1,100,96.09,190,136.19
2023-01-24 18:20:00,139.52,100,128.08,122,145.6
2023-01-24 18:25:00,135.68,100,96.06,70,161.74
2023-01-24 18:30:00,0.0,100,96.06,-28,124.06
2023-01-24 18:35:00,0.0,100,96.06,-63,159.06
2023-01-24 18:40:00,0.0,100,64.04,-148,212.04
2023-01-24 18:45:00,0.0,100,350.46,27,323.46
2023-01-24 18:50:00,0.0,99,382.08,15,367.08
2023-01-24 18:55:00,0.0,99,381.96,34,347.96
2023-01-24 19:00:00,0.0,99,413.66,38,375.66
2023-01-24 19:05:00,0.0,99,350.13,-37,387.13
2023-01-24 19:10:00,0.0,98,381.96,8,373.96
2023-01-24 19:15:00,0.0,98,381.96,27,354.96
2023-01-24 19:20:00,0.0,98,381.96,15,366.96
2023-01-24 19:25:00,0.0,98,350.13,-15,365.13
2023-01-24 19:30:00,0.0,97,382.08,28,354.08
2023-01-24 19:35:00,0.0,97,350.24,-24,374.24
2023-01-24 19:40:00,0.0,97,350.24,-22,372.24
2023-01-24 19:45:00,0.0,97,350.24,-20,370.24
2023-01-24 19:50:00,0.0,96,508.96,19,489.96
2023-01-24 19:55:00,0.0,96,540.77,28,512.77
2023-01-24 20:00:00,0.0,96,477.15,-8,485.15
2023-01-24 20:05:00,0.0,95,477.3,11,466.3
2023-01-24 20:10:00,0.0,95,413.66,-16,429.66
2023-01-24 20:15:00,0.0,95,445.48,-20,465.48
2023-01-24 20:20:00,0.0,94,572.4,21,551.4
2023-01-24 20:25:00,0.0,94,445.48,17,428.48
2023-01-24 20:30:00,0.0,94,445.48,-17,462.48
2023-01-24 20:35:00,0.0,94,381.96,14,367.96
2023-01-24 20:40:00,0.0,94,381.96,-26,407.96
2023-01-24 20:45:00,0.0,93,381.96,-9,390.96
2023-01-24 20:50:00,0.0,93,381.96,19,362.96
2023-01-24 20:55:00,0.0,93,381.96,13,368.96
2023-01-24 21:00:00,0.0,92,350.13,21,329.13
2023-01-24 21:05:00,0.0,92,350.13,-18,368.13
2023-01-24 21:10:00,0.0,92,381.96,15,366.96
2023-01-24 21:15:00,0.0,92,350.13,17,333.13
2023-01-24 21:20:00,0.0,91,350.13,-2,352.13
2023-01-24 21:25:00,0.0,91,350.13,8,342.13
2023-01-24 21:30:00,0.0,91,350.13,28,322.13
2023-01-24 21:35:00,0.0,91,318.3,-11,329.3
2023-01-24 21:40:00,0.0,90,350.13,-18,368.13
2023-01-24 21:45:00,0.0,90,350.02,-20,370.02
2023-01-24 21:50:00,0.0,90,350.02,-13,363.02
2023-01-24 21:55:00,0.0,90,318.4,25,293.4
2023-01-24 22:00:00,0.0,89,254.88,26,228.88
2023-01-24 22:05:00,0.0,89,254.88,18,236.88
2023-01-24 22:10:00,0.0,89,223.02,-21,244.02
2023-01-24 22:15:00,0.0,89,254.88,-12,266.88
2023-01-24 22:20:00,0.0,89,254.88,-21,275.88
2023-01-24 22:25:00,0.0,89,223.02,-14,237.02
2023-01-24 22:30:00,0.0,89,254.88,-13,267.88
2023-01-24 22:35:00,0.0,89,254.88,-14,268.88
2023-01-24 22:40:00,0.0,88,286.74,13,273.74
2023-01-24 22:45:00,0.0,88,254.88,-11,265.88
2023-01-24 22:50:00,0.0,88,254.88,-20,274.88
2023-01-24 22:55:00,0.0,88,254.8,-19,273.8
2023-01-24 23:00:00,0.0,88,254.8,-18,272.8
2023-01-24 23:05:00,0.0,88,286.65,21,265.65
2023-01-24 23:10:00,0.0,87,286.65,16,270.65
2023-01-24 23:15:00,0.0,87,254.8,-18,272.8
2023-01-24 23:20:00,0.0,87,286.65,33,253.65
2023-01-24 23:25:00,0.0,87,254.8,-19,273.8
2023-01-24 23:30:00,0.0,87,286.65,20,266.65
2023-01-24 23:35:00,0.0,86,286.65,19,267.65
2023-01-24 23:40:00,0.0,86,381.96,19,362.96
2023-01-24 23:45:00,0.0,86,381.72,26,355.72
2023-01-24 23:50:00,0.0,86,381.6,27,354.6
2023-01-24 23:55:00,0.0,86,318.1,-39,357.1
2023-01-25 00:00:00,0.0,86,381.6,19,362.6
2023-01-25 00:05:00,0.0,85,349.91,-36,385.91
2023-01-25 00:10:00,0.0,85,318.0,-26,344.0
2023-01-25 00:15:00,0.0,85,349.8,28,321.8
2023-01-25 00:20:00,0.0,85,349.8,29,320.8
2023-01-25 00:25:00,0.0,84,318.0,-25,343.0
2023-01-25 00:30:00,0.0,84,349.8,9,340.8
2023-01-25 00:35:00,0.0,84,349.8,18,331.8
2023-01-25 00:40:00,0.0,84,318.0,25,293.0
2023-01-25 00:45:00,0.0,84,349.8,18,331.8
2023-01-25 00:50:00,0.0,84,349.8,14,335.8
2023-01-25 00:55:00,0.0,84,349.8,18,331.8
2023-01-25 01:00:00,0.0,84,318.0,-28,346.0
2023-01-25 01:05:00,0.0,83,318.0,-19,337.0
2023-01-25 01:10:00,0.0,83,349.8,16,333.8
2023-01-25 01:15:00,0.0,82,349.8,14,335.8
2023-01-25 01:20:00,0.0,82,317.9,-20,337.9
2023-01-25 01:25:00,0.0,82,349.69,24,325.69
2023-01-25 01:30:00,0.0,82,349.69,25,324.69
2023-01-25 01:35:00,0.0,82,349.69,28,321.69
2023-01-25 01:40:00,0.0,81,349.69,13,336.69
2023-01-25 01:45:00,0.0,81,349.69,19,330.69
2023-01-25 01:50:00,0.0,81,286.2,18,268.2
2023-01-25 01:55:00,0.0,81,254.56,-19,273.56
2023-01-25 02:00:00,0.0,81,286.38,15,271.38
2023-01-25 02:05:00,0.0,81,286.38,43,243.38
2023-01-25 02:10:00,0.0,80,254.56,-19,273.56
2023-01-25 02:15:00,0.0,80,286.38,10,276.38
2023-01-25 02:20:00,0.0,80,254.56,-13,267.56
2023-01-25 02:25:00,0.0,80,254.56,-11,265.56
2023-01-25 02:30:00,0.0,80,254.56,-13,267.56
2023-01-25 02:35:00,0.0,80,286.38,-16,302.38
2023-01-25 02:40:00,0.0,80,222.74,-20,242.74
2023-01-25 02:45:00,0.0,80,222.74,-10,232.74
2023-01-25 02:50:00,0.0,79,286.29,17,269.29
2023-01-25 02:55:00,0.0,79,286.29,19,267.29
2023-01-25 03:00:00,0.0,79,286.29,12,274.29
2023-01-25 03:05:00,0.0,79,286.29,25,261.29
2023-01-25 03:10:00,0.0,79,286.29,37,249.29
2023-01-25 03:15:00,0.0,79,286.29,14,272.29
2023-01-25 03:20:00,0.0,79,254.48,-13,267.48
2023-01-25 03:25:00,0.0,78,286.2,23,263.2
2023-01-25 03:30:00,0.0,78,286.2,16,270.2
2023-01-25 03:35:00,0.0,78,318.0,31,287.0
2023-01-25 03:40:00,0.0,78,381.48,31,350.48
2023-01-25 03:45:00,0.0,78,349.36,-13,362.36
2023-01-25 03:50:00,0.0,78,349.14,14,335.14
2023-01-25 03:55:00,0.0,78,349.25,-24,373.25
2023-01-25 04:00:00,0.0,77,349.14,23,326.14
2023-01-25 04:05:00,0.0,77,349.14,-22,371.14
2023-01-25 04:10:00,0.0,77,349.14,22,327.14
2023-01-25 04:15:00,0.0,76,317.4,-22,339.4
2023-01-25 04:20:00,0.0,76,317.3,-30,347.3
2023-01-25 04:25:00,0.0,76,317.3,-35,352.3
2023-01-25 04:30:00,0.0,76,317.3,-20,337.3
2023-01-25 04:35:00,0.0,75,317.3,-16,333.3
2023-01-25 04:40:00,0.0,75,348.92,26,322.92
2023-01-25 04:45:00,0.0,75,317.2,-16,333.2
2023-01-25 04:50:00,0.0,75,348.92,31,317.92
2023-01-25 04:55:00,0.0,75,348.81,-14,362.81
2023-01-25 05:00:00,0.0,75,285.39,-42,327.39
2023-01-25 05:05:00,0.0,74,317.1,-42,359.1
2023-01-25 05:10:00,0.0,74,348.7,35,313.7
2023-01-25 05:15:00,0.0,74,316.9,-22,338.9
2023-01-25 05:20:00,0.0,73,285.21,-17,302.21
2023-01-25 05:25:00,0.0,73,316.9,25,291.9
2023-01-25 05:30:00,0.0,73,285.21,-16,301.21
2023-01-25 05:35:00,0.0,73,95.31,30,65.31
2023-01-25 05:40:00,0.0,73,63.6,55,8.6
2023-01-25 05:45:00,0.0,73,95.43,88,7.43
2023-01-25 05:50:00,0.0,73,95.52,153,0.0
2023-01-25 05:55:00,49.48,73,95.55,186,0.0
2023-01-25 06:00:00,46.57,73,95.55,164,0.0
2023-01-25 06:05:00,50.06,73,95.58,165,0.0
2023-01-25 06:10:00,0.0,73,95.58,152,0.0
2023-01-25 06:15:00,193.66,73,-191.88,15,0.0
2023-01-25 06:20:00,349.89,73,-385.56,-17,0.0
2023-01-25 06:25:00,652.33,73,-645.6,-1,7.73
2023-01-25 06:30:00,703.64,73,-678.09,13,12.55
2023-01-25 06:35:00,654.73,74,-678.93,-1,0.0
2023-01-25 06:40:00,327.71,75,-354.97,-3,0.0
2023-01-25 06:45:00,200.26,75,-290.16,9,0.0
2023-01-25 06:50:00,98.34,75,-128.84,11,0.0
2023-01-25 06:55:00,49.33,75,64.2,213,0.0
2023-01-25 07:00:00,329.67,75,-387.0,7,0.0
2023-01-25 07:05:00,769.52,76,-744.74,7,17.78
2023-01-25 07:10:00,1002.77,77,-1135.05,-42,0.0
2023-01-25 07:15:00,1067.99,77,-842.4,-4,229.59
2023-01-25 07:20:00,1013.92,78,830.7,-3,1847.62
2023-01-25 07:25:00,632.78,78,-451.5,15,166.28
2023-01-25 07:30:00,598.1,78,-483.6,42,72.5
2023-01-25 07:35:00,1070.73,78,-939.31,15,116.42
2023-01-25 07:40:00,2030.28,79,-1986.16,29,15.12
2023-01-25 07:45:00,3799.98,82,-3700.75,-7,106.23
2023-01-25 07:50:00,3722.32,83,-3733.5,-16,4.82
2023-01-25 07:55:00,1741.0,85,-1525.62,34,181.38
2023-01-25 08:00:00,2245.4,87,-2178.17,-31,98.23
2023-01-25 08:05:00,2437.07,88,-2313.89,-61,184.18
2023-01-25 08:10:00,3874.0,90,-3249.18,452,172.82
2023-01-25 08:15:00,4023.24,91,-3253.14,569,201.1
2023-01-25 08:20:00,2327.79,93,-2092.8,-14,248.99
2023-01-25 08:25:00,1833.19,94,-1568.16,-15,280.03
2023-01-25 08:30:00,1622.8,95,-1308.4,-13,327.4
2023-01-25 08:35:00,1417.29,99,-1085.37,32,299.92
2023-01-25 08:40:00,1538.58,99,-1195.56,0,343.02
2023-01-25 08:45:00,1906.16,100,161.55,1784,283.71
2023-01-25 08:50:00,2490.36,100,128.72,2387,232.08
2023-01-25 08:55:00,4459.05,100,128.56,4492,95.61
2023-01-25 09:00:00,5211.11,100,192.72,5209,194.83
2023-01-25 09:05:00,3679.09,100,160.55,3570,269.64
2023-01-25 09:10:00,4078.26,100,160.5,4073,165.76
2023-01-25 09:15:00,3367.32,100,160.5,3260,267.82
2023-01-25 09:20:00,3112.5,100,128.36,3070,170.86
2023-01-25 09:25:00,4001.2,100,128.36,3924,205.56
2023-01-25 09:30:00,3177.88,100,160.45,3121,217.33
2023-01-25 09:35:00,1272.68,100,160.4,1354,79.08
2023-01-25 09:40:00,840.25,100,128.32,876,92.57
2023-01-25 09:45:00,396.11,100,128.32,447,77.43
2023-01-25 09:50:00,347.8,100,128.32,317,159.12
2023-01-25 09:55:00,232.99,99,128.08,276,85.07
2023-01-25 10:00:00,488.05,99,128.12,636,0.0
2023-01-25 10:05:00,1994.12,99,96.12,2157,0.0
2023-01-25 10:10:00,2516.89,99,96.15,2580,33.04
2023-01-25 10:15:00,1903.36,99,96.15,1911,88.51
2023-01-25 10:20:00,2451.17,99,96.15,2474,73.32
2023-01-25 10:25:00,2922.92,99,128.2,3016,35.12
2023-01-25 10:30:00,3153.53,99,128.2,3223,58.73
2023-01-25 10:35:00,3992.66,99,96.15,4040,48.81
2023-01-25 10:40:00,7302.99,99,96.15,7212,187.14
2023-01-25 10:45:00,8669.79,99,96.15,8259,506.94
2023-01-25 10:50:00,8325.8,99,96.15,7823,598.95
2023-01-25 10:55:00,7439.47,99,128.2,6981,586.67
2023-01-25 11:00:00,3815.4,99,128.2,3570,373.6
2023-01-25 11:05:00,9739.54,99,160.25,9350,549.79
2023-01-25 11:10:00,9827.96,99,128.2,9381,575.16
2023-01-25 11:15:00,10730.71,99,160.25,10131,759.96
2023-01-25 11:20:00,10118.11,99,128.2,9626,620.31
2023-01-25 11:25:00,8088.31,99,128.2,7869,347.51
2023-01-25 11:30:00,8291.44,99,128.2,8020,399.64
2023-01-25 11:35:00,9359.75,99,128.2,8994,493.95
2023-01-25 11:40:00,9523.59,99,128.2,9105,546.79
2023-01-25 11:45:00,9709.31,99,96.15,9354,451.46
2023-01-25 11:50:00,6378.54,99,96.15,6190,284.69
2023-01-25 11:55:00,11572.28,99,128.2,11211,489.48
2023-01-25 12:00:00,11307.68,99,96.15,10974,429.83
2023-01-25 12:05:00,11353.66,99,96.15,10979,470.81
2023-01-25 12:10:00,11279.39,99,96.15,10881,494.54
2023-01-25 12:15:00,10300.82,99,96.12,9906,490.94
2023-01-25 12:20:00,11007.1,99,96.12,10602,501.22
2023-01-25 12:25:00,10503.1,99,96.12,10110,489.22
2023-01-25 12:30:00,10722.94,99,96.12,10259,560.06
2023-01-25 12:35:00,10147.55,99,96.12,9727,516.67
2023-01-25 12:40:00,10460.32,99,96.12,10036,520.44
2023-01-25 12:45:00,10004.04,99,64.08,9622,446.12
2023-01-25 12:50:00,10317.45,99,96.12,9908,505.57
2023-01-25 12:55:00,10306.34,99,64.08,9858,512.42
2023-01-25 13:00:00,10645.05,99,64.08,10187,522.13
2023-01-25 13:05:00,10656.36,99,64.08,10253,467.44
2023-01-25 13:10:00,10529.4,99,96.12,10100,525.52
2023-01-25 13:15:00,10431.03,99,96.12,10017,510.15
2023-01-25 13:20:00,10306.17,99,64.08,9887,483.25
2023-01-25 13:25:00,10234.45,99,64.08,9766,532.53
2023-01-25 13:30:00,10186.32,99,64.08,9774,476.4
2023-01-25 13:35:00,10236.78,99,64.08,9759,541.86
2023-01-25 13:40:00,10322.64,99,64.08,9917,469.72
2023-01-25 13:45:00,10393.38,99,96.12,9982,507.5
2023-01-25 13:50:00,8772.13,99,64.08,6984,1852.21
2023-01-25 13:55:00,10605.29,99,64.08,10182,487.37
2023-01-25 14:00:00,8903.19,99,64.08,8530,437.27
2023-01-25 14:05:00,6734.66,99,64.08,6540,258.74
2023-01-25 14:10:00,9204.34,99,96.12,8870,430.46
2023-01-25 14:15:00,9297.98,99,96.12,8999,395.1
2023-01-25 14:20:00,10755.93,99,64.08,10381,439.01
2023-01-25 14:25:00,9831.94,99,96.09,9487,441.03
2023-01-25 14:30:00,9761.85,99,96.09,9414,443.94
2023-01-25 14:35:00,9897.25,99,64.06,9627,334.31
2023-01-25 14:40:00,9671.7,99,96.09,9372,395.79
2023-01-25 14:45:00,6130.62,99,96.09,5864,362.71
2023-01-25 14:50:00,3789.2,99,96.09,3539,346.29
2023-01-25 14:55:00,5198.86,99,96.09,4913,381.95
2023-01-25 15:00:00,5666.47,99,96.09,5445,317.56
2023-01-25 15:05:00,4747.61,99,96.09,4536,307.7
2023-01-25 15:10:00,3780.27,99,96.09,3568,308.36
2023-01-25 15:15:00,3545.76,99,128.12,3325,348.88
2023-01-25 15:20:00,3867.2,99,96.09,3611,352.29
2023-01-25 15:25:00,3179.55,99,128.12,2946,361.67
2023-01-25 15:30:00,3802.11,99,128.12,3573,357.23
2023-01-25 15:35:00,6179.91,99,128.12,5930,378.03
2023-01-25 15:40:00,5198.39,99,96.09,4869,425.48
2023-01-25 15:45:00,6287.19,99,96.09,5977,406.28
2023-01-25 15:50:00,4205.83,99,128.12,3837,496.95
2023-01-25 15:55:00,5973.24,99,96.09,5686,383.33
2023-01-25 16:00:00,5803.53,99,128.12,5566,365.65
2023-01-25 16:05:00,2212.97,99,96.09,1893,416.06
2023-01-25 16:10:00,997.48,99,128.12,674,451.6
2023-01-25 16:15:00,286.29,99,128.12,-28,442.41
2023-01-25 16:20:00,95.32,99,414.44,9,500.76
2023-01-25 16:25:00,0.0,99,572.22,-18,590.22
2023-01-25 16:30:00,0.0,98,604.2,12,592.2
2023-01-25 16:35:00,184.84,98,413.79,20,578.63
2023-01-25 16:40:00,342.68,98,159.4,7,495.08
2023-01-25 16:45:00,1435.61,98,-803.75,29,602.86
2023-01-25 16:50:00,2874.76,98,-1651.89,643,579.87
2023-01-25 16:55:00,1658.02,98,-1074.81,-31,614.21
2023-01-25 17:00:00,1364.61,99,-697.62,-2,668.99
2023-01-25 17:05:00,751.73,99,-98.37,0,653.36
2023-01-25 17:10:00,563.42,99,129.2,92,600.62
2023-01-25 17:15:00,504.88,99,128.8,25,608.68
2023-01-25 17:20:00,536.34,99,128.64,158,506.98
2023-01-25 17:25:00,779.38,99,-193.56,-14,599.82
2023-01-25 17:30:00,715.8,99,-129.28,2,584.52
2023-01-25 17:35:00,476.92,99,128.92,110,495.84
2023-01-25 17:40:00,539.67,99,-225.96,-3,316.71
2023-01-25 17:45:00,1011.62,99,-734.36,-5,282.26
2023-01-25 17:50:00,1218.56,100,129.6,852,496.16
2023-01-25 17:55:00,1270.3,100,96.93,1134,233.23
2023-01-25 18:00:00,995.57,100,96.69,902,190.26
2023-01-25 18:05:00,646.81,100,96.54,545,198.35
2023-01-25 18:10:00,444.39,100,96.48,376,164.87
2023-01-25 18:15:00,296.9,100,128.56,208,217.46
2023-01-25 18:20:00,194.98,100,128.52,102,221.5
2023-01-25 18:25:00,0.0,100,96.33,-58,154.33
2023-01-25 18:30:00,0.0,100,96.33,-87,183.33
2023-01-25 18:35:00,0.0,100,96.3,-141,237.3
2023-01-25 18:40:00,0.0,100,543.66,-8,551.66
2023-01-25 18:45:00,0.0,98,349.36,21,328.36
2023-01-25 18:50:00,0.0,98,381.12,-15,396.12
2023-01-25 18:55:00,0.0,97,634.6,-21,655.6
2023-01-25 19:00:00,0.0,95,666.12,-21,687.12
2023-01-25 19:05:00,0.0,94,668.01,-19,687.01
2023-01-25 19:10:00,0.0,94,668.01,19,649.01
2023-01-25 19:15:00,0.0,93,636.4,-21,657.4
2023-01-25 19:20:00,0.0,93,604.58,-38,642.58
2023-01-25 19:25:00,0.0,92,636.4,-24,660.4
2023-01-25 19:30:00,0.0,92,763.2,-32,795.2
2023-01-25 19:35:00,0.0,92,763.2,21,742.2
2023-01-25 19:40:00,0.0,91,699.6,-14,713.6
2023-01-25 19:45:00,0.0,90,1016.0,21,995.0
2023-01-25 19:50:00,0.0,89,5098.64,-24,5122.64
2023-01-25 19:55:00,0.0,85,5068.98,-93,5161.98
2023-01-25 20:00:00,0.0,81,2936.56,137,2799.56
2023-01-25 20:05:00,0.0,81,5154.6,1615,3539.6
2023-01-25 20:10:00,0.0,77,1012.16,-17,1029.16
2023-01-25 20:15:00,0.0,76,1013.44,-21,1034.44
2023-01-25 20:20:00,0.0,76,1013.76,-13,1026.76
2023-01-25 20:25:00,0.0,75,1045.11,22,1023.11
2023-01-25 20:30:00,0.0,74,1013.12,-12,1025.12
2023-01-25 20:35:00,0.0,74,981.15,-17,998.15
2023-01-25 20:40:00,0.0,73,1043.79,-17,1060.79
2023-01-25 20:45:00,0.0,72,1043.46,-16,1059.46
2023-01-25 20:50:00,0.0,71,1010.88,-11,1021.88
2023-01-25 20:55:00,0.0,70,1041.81,20,1021.81
2023-01-25 21:00:00,0.0,69,1009.28,18,991.28
2023-01-25 21:05:00,0.0,69,1040.49,13,1027.49
2023-01-25 21:10:00,0.0,68,1008.0,20,988.0
2023-01-25 21:15:00,0.0,67,1007.68,-17,1024.68
2023-01-25 21:20:00,0.0,66,1007.04,-20,1027.04
2023-01-25 21:25:00,0.0,66,1006.72,8,998.72
2023-01-25 21:30:00,0.0,65,1037.85,17,1020.85
2023-01-25 21:35:00,0.0,64,1037.52,15,1022.52
2023-01-25 21:40:00,0.0,64,1037.19,6,1031.19
2023-01-25 21:45:00,0.0,63,1005.44,10,995.44
2023-01-25 21:50:00,0.0,62,1036.86,-12,1048.86
2023-01-25 21:55:00,0.0,61,1004.8,-16,1020.8
2023-01-25 22:00:00,0.0,60,1004.8,-14,1018.8
2023-01-25 22:05:00,0.0,60,1004.48,-20,1024.48
2023-01-25 22:10:00,0.0,59,973.4,20,953.4
2023-01-25 22:15:00,0.0,58,941.7,-22,963.7
2023-01-25 22:20:00,0.0,57,941.7,-13,954.7
2023-01-25 22:25:00,0.0,57,941.7,-9,950.7
2023-01-25 22:30:00,0.0,55,941.4,-20,961.4
2023-01-25 22:35:00,0.0,55,941.4,11,930.4
2023-01-25 22:40:00,0.0,55,941.4,-25,966.4
2023-01-25 22:45:00,0.0,53,941.1,-15,956.1
2023-01-25 22:50:00,0.0,53,940.8,24,916.8
2023-01-25 22:55:00,0.0,52,940.8,-118,1058.8
2023-01-25 23:00:00,0.0,52,971.85,20,951.85
2023-01-25 23:05:00,0.0,50,815.62,-13,828.62
2023-01-25 23:10:00,0.0,50,846.99,21,825.99
2023-01-25 23:15:00,0.0,49,846.72,13,833.72
2023-01-25 23:20:00,0.0,49,628.0,39,589.0
2023-01-25 23:25:00,0.0,48,471.15,-24,495.15
2023-01-25 23:30:00,0.0,48,440.16,10,430.16
2023-01-25 23:35:00,0.0,47,722.43,-13,735.43
2023-01-25 23:40:00,0.0,47,471.6,28,443.6
2023-01-25 23:45:00,0.0,47,2557.58,-36,2593.58
2023-01-25 23:50:00,0.0,45,2516.67,17,2499.67
2023-01-25 23:55:00,0.0,43,2515.05,-9,2524.05
2023-01-26 00:00:00,0.0,41,532.44,16,516.44
2023-01-26 00:05:00,0.0,40,94.35,-449,543.35
2023-01-26 00:10:00,0.0,40,62.94,-442,504.94
2023-01-26 00:15:00,0.0,40,94.5,-439,533.5
2023-01-26 00:20:00,0.0,40,63.02,-474,537.02
2023-01-26 00:25:00,0.0,40,63.04,-404,467.04
2023-01-26 00:30:00,0.0,40,63.08,-395,458.08
2023-01-26 00:35:00,0.0,40,94.62,-398,492.62
2023-01-26 00:40:00,0.0,40,63.1,-378,441.1
2023-01-26 00:45:00,0.0,40,63.1,-2336,2399.1
2023-01-26 00:50:00,0.0,40,63.1,-2355,2418.1
2023-01-26 00:55:00,0.0,40,63.12,-2291,2354.12
2023-01-26 01:00:00,0.0,40,63.12,-317,380.12
2023-01-26 01:05:00,0.0,40,63.12,-290,353.12
2023-01-26 01:10:00,0.0,40,63.12,-352,415.12
2023-01-26 01:15:00,0.0,40,63.14,-339,402.14
2023-01-26 01:20:00,0.0,40,63.14,-341,404.14
2023-01-26 01:25:00,0.0,40,94.71,-331,425.71
2023-01-26 01:30:00,0.0,40,63.14,-326,389.14
2023-01-26 01:35:00,0.0,40,63.14,-332,395.14
2023-01-26 01:40:00,0.0,40,63.14,-330,393.14
2023-01-26 01:45:00,0.0,40,94.71,-322,416.71
2023-01-26 01:50:00,0.0,40,94.71,-316,410.71
2023-01-26 01:55:00,0.0,40,94.74,-315,409.74
2023-01-26 02:00:00,0.0,40,94.74,-314,408.74
2023-01-26 02:05:00,0.0,40,63.16,-317,380.16
2023-01-26 02:10:00,0.0,40,94.74,-313,407.74
2023-01-26 02:15:00,0.0,40,94.74,-240,334.74
2023-01-26 02:20:00,0.0,40,94.74,-238,332.74
2023-01-26 02:25:00,0.0,40,94.74,-237,331.74
2023-01-26 02:30:00,0.0,40,94.74,-236,330.74
2023-01-26 02:35:00,0.0,40,63.16,-239,302.16
2023-01-26 02:40:00,0.0,40,94.74,-232,326.74
2023-01-26 02:45:00,0.0,40,94.74,-242,336.74
2023-01-26 02:50:00,0.0,40,94.74,-235,329.74
2023-01-26 02:55:00,0.0,40,94.74,-240,334.74
2023-01-26 03:00:00,0.0,40,94.74,-238,332.74
2023-01-26 03:05:00,0.0,40,94.74,-238,332.74
2023-01-26 03:10:00,0.0,40,94.74,-237,331.74
2023-01-26 03:15:00,0.0,40,126.32,-237,363.32
2023-01-26 03:20:00,0.0,40,63.16,-235,298.16
2023-01-26 03:25:00,0.0,40,126.32,-235,361.32
2023-01-26 03:30:00,0.0,40,94.74,-237,331.74
2023-01-26 03:35:00,0.0,40,94.74,-236,330.74
2023-01-26 03:40:00,0.0,40,94.74,-231,325.74
2023-01-26 03:45:00,0.0,40,126.32,-236,362.32
2023-01-26 03:50:00,0.0,40,94.74,-231,325.74
2023-01-26 03:55:00,0.0,40,94.74,-236,330.74
2023-01-26 04:00:00,0.0,40,94.74,-345,439.74
2023-01-26 04:05:00,0.0,40,94.74,-340,434.74
2023-01-26 04:10:00,0.0,40,94.77,-328,422.77
2023-01-26 04:15:00,0.0,40,94.77,-322,416.77
2023-01-26 04:20:00,0.0,40,94.77,-330,424.77
2023-01-26 04:25:00,0.0,40,126.36,-312,438.36
2023-01-26 04:30:00,0.0,40,94.77,-324,418.77
2023-01-26 04:35:00,0.0,40,126.36,-310,436.36
2023-01-26 04:40:00,0.0,40,94.77,-305,399.77
2023-01-26 04:45:00,0.0,40,126.36,-312,438.36
2023-01-26 04:50:00,0.0,40,94.77,-310,404.77
2023-01-26 04:55:00,0.0,40,126.36,-315,441.36
2023-01-26 05:00:00,0.0,40,126.36,-309,435.36
2023-01-26 05:05:00,0.0,40,126.36,-308,434.36
2023-01-26 05:10:00,0.0,40,126.36,-304,430.36
